question_id,question
17746,ทำไม ช่อง วันที่รับชำระ ถึงเป็น ปี 09 วันนั้น มีเดก เข้ามาอัพเดพ ให้เป็นเวอชั่นล่าสุด แล้ว (ส่งมาทางไลน์ วันที่ 5/8/2566))
17747,สอบถามเรื่องการประมวลผลลูกหนี้ --||--
17748,พรุ่งนี้รบกวนทางซอฟบิทแก้ไขให้หน่อยนะคะ หลักๆคือขยับฟร้อนลงให้หน่อยค่ะ ส่วนฟร้อนที่ขยับไปทางขวาออกนอกกรอบ ไม่ทราบว่าเป็นที่อะไรคะ ออกนอกกรอบบ่อยมากค่ะชื่อ สมพร T.0944637275 ติดต่อตามเบอร์นี้ค่ะ -(ส่งมาทางไลน์ วันที่ 7/8/2566))
17749,สอบถามปัญหาระบบ ของหน่วยงาน ( โอเรียลเต็ล ทาวเวอร์ คอนโดมิเนียม (Oriental Tower Condominium ) ) --||--
17750,ลูกค้าแจ้งว่าฮาร์ดดิสก์เสีย โปรแกรมหายไปคะ
17751,เอาอีเมล์ในใบแจ้งหนี้ออก --||--
17752,*** ตอน 10.00 น. Remote ลงโปรแกรม CM+Import ให้ เดอะ บรีซ นราธิวาส หน่วยงาน SMC (ใช้สิทธิ์โอนสิทธิ์หน่วยงาน) ติดต่อ คุณเจน 080-0855820 (ลูกค้าฝากเช็คให้แล้ว วันที่ 4/8/66 จำนว 4 680 บาท) ส่งเมล์ต่อให้ทุกคนแล้ว (Email วันที่ 4/8/2566))
17753,ลูกค้าขอใบเสนอราคา MA ให้ส่งไปที่ อีเมล์ humanpsy1987@gmail.com ค่ะ
17754,ยอดค่าปรับขึ้นติดลบ --||--
17755,*** เพียว ซันเซท บีช คอนโดมิเนียม - ส่งหนังสือมาเพิ่มรหัส ระดับ 3 ส่งต่อให้ทุกคนแล้ว --||--
17756,เข้าบันทึกใบแจ้งหนี้ไม่ได้ --||--
17757,*** Remote ลงโปรแรกม CM+Import โครงการ มิว ส่งเมล์ต่อให้ทุกคนแล้ว (Email วันที่ 4/8/2566)) --||--
17758,Remote Update Program + สอบถามปัญหาใบแจ้งหนี้ วันที่ 7/8/2566 (ลูกค้าฝากเช็คมาให้แล้ว) วันที่ 18/7/2566 ยอด 6 760 บาท )
17759,เปลี่ยนชื่อผู้มีอำนาจในระบบ
17760,*** โทรกลับ บ้านพนาลี 18 ติดต่อ นิติ 065-0383369 (สอนการออกใบแจ้งหนี้) --||--
17761,สอบถามปัญหายอดหนี้ค้างชำระค่าส่วนกลางไม่ขึ้น
17762,ลืมรหัสเข้าโปรแกรม --||--
17763,ออกใบแจ้งหนี้ผิดจะลบใบแจ้งหนี้
17764,**** Remote Update Program +เพิ่มทะเบียนผู้ใช้งาน +สอนการใช้งาน (วันที่ 7/8/66) ให้ ซีริดจ์ รีสอร์ท ติดต่อ นางสาวศิริพร ปานทอง 081-4459946 นางสาวรดามณี โรจน์บุญถึง 061-8763339 (ลูกค้าโอนเงินให้แล้ว วันที่ 7/8/66 จำนวน 5 350 บาท)
17765,ปริ้นใบเสร็จ-ใบแจ้งหนี้ต่อเนื่องไม่ได้
17766,จะให้ลบชื่อลูกบ้านออก
17767,ปริ้นท์ใบแจ้งหนี้แล้วไม่มีรายการยอดยกมา --||--
17768,*** Savills (โนเบิล เพลินจิต (NPC)) - ส่ง Format Excel ให้ Import ส่งต่อให้ทุกคนแล้ว --||--
17769,สอบถามการคิดเบี้ยปรับ
17770,ลูกค้าจะให้รันระบบให้ใหม่
17771,สอบถามเรื่องยอดซ้ำ --||--
17772,ลูกค้าสอบถามเรื่องเปลี่ยนคอมพิวเตอร์เครื่องใหม่คะ
17773,*** Savills (โนเบิล เพลินจิต (NPC)) - Import ข้อมูล --||--
17774,**** Remote Update Program +เพิ่มทะเบียนผู้ใช้งาน +สอนการใช้งาน (วันที่ 8/8/66) ให้ ซีริดจ์ รีสอร์ท ติดต่อ นางสาวศิริพร ปานทอง 081-4459946 นางสาวรดามณี โรจน์บุญถึง 061-8763339 (ลูกค้าโอนเงินให้แล้ว วันที่ 7/8/66 จำนวน 5 350 บาท)
17775,ปริ้นลูกหนี้เคลื่อนไหวไม่ได้ --||--
17776,ลูกค้าขอใบเสนอราคา MA-UP ให้ส่งไปที่อีเมลล์ cjp@theregentphuket.com และ headoffice_g1@theregentphuket.com
17777,เปิดโปรแกรมไม่มีช่องให้ใส่ User name + Password--||--
17778,ปริ้นใบเสร็จ-ใบแจ้งหนี้ต่อเนื่องไม่ได้ --||--
17779,สอบถามการตั้งหนี้--||--
17780,ตั้งค่าหมายเหตุในในแจ้งหนี้--||--
17781,ปรับตั้งค่าหน้ากระดาษรายงานฯ
17782,**** IRM-Extra (ซิตี้ลิงค์คอนโด อาคารซิดนีย์) - ส่งเมล์แจ้งให้ติดตั้งสิทธิ์ ส่งต่อให้ทุกคนแล้ว
17783,แก้รหัสลูกค้าแล้วดูประวัติห้องนั้นไม่ได้ --||--
17784,*** ติดต่อกลับ นาราโฮม ติดต่อ คุณอารีรัตน์ 061-0783252 ( import เพิ่มเติม) --||--
